"DIMENSION","VALUE","STEP","PATIENTS"
"payer_name","Blue Cross and Blue Shield of Mississippi",5,2
"payer_name","Louisiana Medicaid",5,2
"payer_name","MVP Health Care",5,2
"payer_name","Ventegra",5,2
"payer_name","BeneCard Prescription Benefit Facilitator",5,2
"payer_name","Partners for Health",5,2
"payer_name","New Jersey Medicaid",5,2
"payer_name","Community Health Plan of Washington",5,2
"payer_name","AllCare Health",5,2
"payer_name","Minnesota Medicaid",5,2
"payer_name","Torrance Hospital (IPA)",5,2
"payer_name","Health First",5,2
"payer_name","United Networks of America",5,2
"payer_name","Samaritan Health Services",5,2
"payer_name","Blue Cross Blue Shield of Wyoming",5,2
"payer_name","SmithRx",5,2
"payer_name","UMass Memorial Health",5,2
"payer_name","Employee Health Options",5,2
"payer_name","Wisconsin Medicaid",5,2
"payer_name","Phoenix Pharmacy Benefits Management",5,2
"payer_name","Florida Medicaid",5,2
"payer_name","Baystate Health",5,1
"payer_name","CalCPA",5,1
"payer_name","Clever Care Health Plan",5,1
"payer_name","AlohaCare",5,1
"payer_name","Pennsylvania Medicaid",5,1
"payer_name","South Dakota Medicaid",5,1
"payer_name","Nebraska Medicaid",5,1
"payer_name","Partnership HealthPlan of California",5,1
"payer_name","Liberty Medicare Advantage",5,1
"payer_name","CHRISTUS Health",5,1
"payer_name","MedStar Health",5,1
"payer_name","Washington Medicaid",5,1
"payer_name","Citizens Rx",5,1
"payer_name","New York City Health + Hospitals",5,1
"payer_name","Aspire Health Plan",5,1
"payer_name","Curative Health Plan",5,1
"payer_name","Curaechoice, Inc",5,1
"payer_name","Arizona Medicaid",5,1
"payer_name","North Carolina State Health Plan",5,1
"payer_name","Samaritan Health Plans",5,1
"payer_name","Cone Health",5,1
"payer_name","New York State Health Insurance Program",5,1
"payer_name","Neighborhood Health Plan of Rhode Island",5,1
"payer_name","Renown Health",5,1
"payer_name","District of Columbia Medicaid",5,1
"payer_name","AmeriHealth Caritas PA",5,1
"payer_name","Florida Community Care",5,1
"payer_name","Accessia Health",5,1
"payer_name","Montana Medicaid",5,1
"payer_name","Change Healthcare",5,1
"payer_name","Abarca Health",5,1
"payer_name","American Specialty Health",5,1
"payer_name","Maryland Medicaid",5,1
"payer_name","Avera Health Plans",5,1
"payer_name","Elderplan and HomeFirst",5,1
"payer_name","Hawaii Medicaid",5,1
"payer_name","Quartz Health Solutions",5,1
"payer_name","Essence Healthcare",5,1
"payer_name","New Hampshire Medicaid",5,1
"payer_name","Alliant Health Plans",5,1
"payer_name","Commonwealth of Pennsylvania",5,1
"payer_name","Advanced Health",5,1
"payer_name","Maine Medicaid",5,1
"payer_name","Advantage Care (IPA)",5,0
"payer_name","6 Degrees Health",5,0
"payer_name","Advocate Physician Partners (PHO)",5,0
"payer_name","Adventist Health Care Network (IPA)",5,0
"payer_name","Medical Card System",5,0
"payer_name","Oregon Health and Science University",5,0
"payer_name","State Farm",5,0
"payer_name","American Health Partners",5,0
"payer_name","ConnectiveRx",5,0
"payer_name","RxCut",5,0
"payer_name","Care N Care",5,0
"payer_name","Align Senior Care",5,0
"payer_name","Restat",5,0
"payer_name","AllCare (IPA)",5,0
"payer_name","Chinese Community Health Plan",5,0
"payer_name","Lucent Health",5,0
"payer_name","Longevity Health",5,0
"payer_name","Hamaspik",5,0
"payer_name","Broward Health",5,0
"payer_name","Solis Health Plans",5,0
"payer_name","Accountable HC (IPA)",5,0
"payer_name","Leon Health",5,0
"payer_name","ProCare Advantage",5,0
"payer_name","Maryland Physicians Care",5,0
"payer_name","Community First Health Plans",5,0
"payer_name","Iowa Medicaid",5,0
"payer_name","Rhode Island Medicaid",5,0
"payer_name","Alterwood Advantage",5,0
"payer_name","Script Relief",5,0
"payer_name","CoxHealth",5,0
"payer_name","FliptRx",5,0
"payer_name","OnePoint Comp",5,0
"payer_name","Advanced Medical Management (IPA)",5,0
"payer_name","EBMS",5,0
"payer_name","Hennepin Health",5,0
"payer_name","Rios Southwest Medical Group",5,0
"payer_name","The Assistance Fund",5,0
"payer_name","Complementary Health Care",5,0
"payer_name","HealthSmartRx Solutions",5,0
"payer_name","TrueScripts",5,0
"payer_name","Idaho Medicaid",5,0
"payer_name","South Country Health Alliance",5,0
"payer_name","WithMe Health",5,0
"payer_name","LifeWorks Advantage",5,0
"payer_name","InfinityRx",5,0
"payer_name","KeyCare Advantage",5,0
"payer_name","Rhode Island Department of Health",5,0
"payer_name","Ochsner Health",5,0
"payer_name","Upper Peninsula Health Plan",5,0
"payer_name","Amazon",5,0
"payer_name","North Carolina Department of Health",5,0
"payer_name","Doctors HealthCare Plans",5,0
"payer_name","Sutter Health",5,0
"payer_name","Mayo Clinic",5,0
"payer_name","Simpra Advantage",5,0
"payer_name","Blue Care Network",5,0
"payer_name","United Physicians Network",5,0
"payer_name","Access Medical Group (IPA)",5,0
"payer_name","Community Health Choice",5,0
"payer_name","Delaware Division of Medicaid and Medical Assistance",5,0
"payer_name","San Francisco Health Plan",5,0
"payer_name","NeedyMeds",5,0
"payer_name","New Mexico Medicaid",5,0
"payer_name","Disclosed Rx",5,0
"payer_name","Florida Complete Care",5,0
"payer_name","MedOne",5,0
"payer_name","Trillium Health Resources",5,0
"payer_name","Clear Spring Health",5,0
"payer_name","LucyRx",5,0
"payer_name","Troy Medicare",5,0
"payer_name","Opus Health",5,0
"payer_name","Denver Health",5,0
"payer_name","Texas Independence Health Plan",5,0
"payer_name","Utah Medicaid",5,0
"payer_name","Blue Cross Blue Shield of North Dakota",5,0
"payer_name","Georgia State Health Benefit Plan",5,0
"payer_name","West Virginia University Medicine",5,0
"payer_name","PharmPix",5,0
"payer_name","Ohio Health",5,0
"payer_name","Community Care Health Plan",5,0
"payer_name","Ramsell",5,0
"payer_name","Jai Medical Systems Managed Care Organization",5,0
"payer_name","OhioHealth",5,0
"payer_name","Partners Health Plan",5,0
"payer_name","University of Michigan Health Plan",5,0
"payer_name","Aspirus Health Plan",5,0
"payer_name","Advanced Medical Doctors of California (IPA)",5,0
"payer_name","VillageCareMAX",5,0
"payer_name","Vaya Health",5,0
"payer_name","Continental General",5,0
"payer_name","New Jersey Department of Health",5,0
"payer_name","Fallon Health",5,0
"payer_name","New York Department of Health",5,0
"payer_name","Sendero Health Plans",5,0
"payer_name","Zing Health",5,0
"payer_name","Valley Care (IPA)",5,0
"payer_name","Health Alliance Plan",5,0
"payer_name","Washington State Department of Health",5,0
"payer_name","AscellaHealth",5,0
"payer_name","Geico",5,0
"payer_name","Delaware Medicaid",5,0
"payer_name","Mass General Brigham",5,0
"payer_name","Health Partners",5,0
"payer_name","Blue Cross and Blue Shield of Vermont",5,0
"payer_name","Santa Clara Family Health Plan",5,0
"payer_name","Integrated Prescription Management (IPM)",5,0
"payer_name","Partners Health Management",5,0
"payer_name","Wyoming Medicaid",5,0
"payer_name","Colorado Access",5,0
"payer_name","Healthcare Partners (IPA)",5,0
"payer_name","Cascade Health Alliance",5,0
"payer_name","CenterLight Healthcare",5,0
"payer_name","Other",6,5804
"payer_name","Centers for Medicare and Medicaid Services",6,2964
"payer_name","UnitedHealthcare",6,2092
"payer_name","Humana",6,1061
"payer_name","Aetna",6,681
"payer_name","Centene Corporation",6,508
"payer_name","Elevance Health",6,443
"payer_name","Optum",6,352
"payer_name","Cigna Healthcare",6,263
"payer_name","Cash",6,246
"payer_name","Express Scripts",6,160
"payer_name","CVS Caremark",6,145
"payer_name","Health Care Service Corporation",6,111
"payer_name","Blue Cross Blue Shield Association",6,102
"payer_name","Pharmacy Data Management",6,101
"payer_name","Florida Blue",6,91
"payer_name","Script Care",6,84
"payer_name","Blue Shield of California",6,78
"payer_name","GoodRx",6,78
"payer_name","Blue Cross and Blue Shield of Alabama",6,73
"payer_name","Blue Cross Blue Shield of Michigan",6,67
"payer_name","Horizon Blue Cross Blue Shield of New Jersey",6,64
"payer_name","Priority Health",6,61
"payer_name","Molina Healthcare",6,56
"payer_name","California Senior Care Action Network Health Plan",6,50
"payer_name","OmniSYS",6,47
"payer_name","California Medicaid",6,45
"payer_name","MedImpact",6,43
"payer_name","Highmark Health",6,42
"payer_name","University of Pittsburgh Medical Center Health Plan",6,38
"payer_name","Blue Cross Blue Shield of Arizona",6,38
"payer_name","Alignment Health Plan",6,34
"payer_name","WellDyne",6,34
"payer_name","Navitus Health Solutions",6,32
"payer_name","CareFirst BlueCross BlueShield",6,29
"payer_name","Visory Health",6,28
"payer_name","Independence Blue Cross",6,26
"payer_name","Point32Health",6,25
"payer_name","Kaiser Permanente",6,25
"payer_name","Excellus BlueCross BlueShield",6,24
"payer_name","Blue Cross and Blue Shield of Minnesota",6,24
"payer_name","McKesson",6,24
"payer_name","CareSource",6,23
"payer_name","UCare Minneapolis",6,22
"payer_name","New York Medicaid",6,21
"payer_name","Banner Health",6,20
"payer_name","BlueCross BlueShield of Tennessee",6,18
"payer_name","Cambia Health Solutions",6,17
"payer_name","Paramount Rx",6,17
"payer_name","Los Angeles Care Health Plan",6,16
"payer_name","Blue Cross and Blue Shield of South Carolina",6,16
"payer_name","Oscar Health",6,15
"payer_name","Blue Cross and Blue Shield of North Carolina",6,15
"payer_name","Scriptcycle",6,14
"payer_name","Capital Rx",6,14
"payer_name","Martin's Point Health Care",6,13
"payer_name","Viva Health",6,13
"payer_name","Capital District Physicians' Health Plan",6,12
"payer_name","Clever Rx",6,12
"payer_name","Sharp Healthcare",6,12
"payer_name","Carle Health",6,11
"payer_name","Ohio Medicaid",6,11
"payer_name","Mercy Care",6,11
"payer_name","Blue Cross and Blue Shield of Kansas",6,11
"payer_name","Providence",6,11
"payer_name","Connecticut Medicaid",6,11
"payer_name","Louisiana Blue",6,11
"payer_name","Blue Cross and Blue Shield of Rhode Island",6,11
"payer_name","Network Health",6,11
"payer_name","Geisinger Health",6,11
"payer_name","Presbyterian Healthcare Services",6,11
"payer_name","Blue Cross Blue Shield of Massachusetts",6,11
"payer_name","Gensis Healthcare",6,10
"payer_name","Triple-S Management",6,10
"payer_name","Sentara Health Plans",6,10
"payer_name","Evernorth Health Services",6,9
"payer_name","Arkansas Medicaid",6,9
"payer_name","Kern Family Health Care",6,9
"payer_name","Michigan Medicaid",6,8
"payer_name","Wellmark Blue Cross and Blue Shield",6,8
"payer_name","ProCare Rx",6,8
"payer_name","CalOptima Health",6,8
"payer_name","Intermountain Health",6,8
"payer_name","Medica",6,8
"payer_name","Universal Health Services",6,8
"payer_name","Alabama Medicaid",6,8
"payer_name","Prime Therapeutics",6,8
"payer_name","EmblemHealth",6,7
"payer_name","Mutual of Omaha",6,7
"payer_name","Summa Health",6,7
"payer_name","West Virginia Medicaid",6,7
"payer_name","Cornerstone Benefits Administrator",6,7
"payer_name","Premera Blue Cross",6,7
"payer_name","Health Plan of San Joaquin",6,7
"payer_name","Healthfirst New York",6,6
"payer_name","Georgia Medicaid",6,6
"payer_name","Regal Medical Group",6,6
"payer_name","Massachusetts Medicaid",6,6
"payer_name","Blue Cross and Blue Shield of Kansas City",6,6
"payer_name","The Health Plan",6,6
"payer_name","Arkansas Blue Cross and Blue Shield",6,6
"payer_name","Colorado Medicaid",6,6
"payer_name","ATRIO Health Plans",6,6
"payer_name","HealthPartners",6,6
"payer_name","Sanford Health",6,5
"payer_name","Hawaii Medical Service Association",6,5
"payer_name","RxSense",6,5
"payer_name","Memorial Hermann Health Plan",6,5
"payer_name","Kentucky Medicaid",6,5
"payer_name","Gold Coast Health Plan",6,5
"payer_name","Dignity Health",6,4
"payer_name","Blue Cross and Blue Shield of Nebraska",6,4
"payer_name","North Dakota Medicaid",6,4
"payer_name","Capital BlueCross",6,4
"payer_name","Devoted Health",6,4
"payer_name","Gainwell Technologies",6,4
"payer_name","Visiting Nurse Service Health",6,4
"payer_name","Indiana Medicaid",6,4
"payer_name","Trinity Health",6,4
"payer_name","Texas Medicaid",6,4
"payer_name","Ascension Health System",6,4
"payer_name","Johns Hopkins Health Plans",6,4
"payer_name","WellSense Health Plan",6,4
"payer_name","Inland Empire Health Plan",6,4
"payer_name","Employers Health Options",6,4
"payer_name","Hippo Technologies",6,3
"payer_name","McLaren Health Care",6,3
"payer_name","Alameda Alliance for Health",6,3
"payer_name","Independent Health",6,3
"payer_name","Buckeye Health",6,3
"payer_name","Health Plan of San Mateo",6,3
"payer_name","AmerisourceBergen",6,3
"payer_name","AultCare Health Plans",6,3
"payer_name","Contra Costa Health",6,3
"payer_name","Oklahoma Medicaid",6,3
"payer_name","VytlOne",6,3
"payer_name","Moda Health",6,3
"payer_name","Oregon Medicaid",6,3
"payer_name","Virginia Medicaid",6,3
"payer_name","Central California Alliance for Health",6,3
"payer_name","CareOregon",6,3
"payer_name","Liviniti",6,3
"payer_name","Clover Health",6,3
"payer_name","Kansas Medicaid",6,3
"payer_name","Farm Bureau Health Plans",6,3
"payer_name","Vermont Medicaid",6,2
"payer_name","Community Health Plan of Washington",6,2
"payer_name","Mississippi Medicaid",6,2
"payer_name","Torrance Hospital (IPA)",6,2
"payer_name","Health First",6,2
"payer_name","South Carolina Medicaid",6,2
"payer_name","BayCare Health Plans",6,2
"payer_name","Medical Mutual of Ohio",6,2
"payer_name","Samaritan Health Services",6,2
"payer_name","Community Health Group",6,2
"payer_name","North Carolina Medicaid",6,2
"payer_name","Louisiana Medicaid",6,2
"payer_name","Nevada Medicaid",6,2
"payer_name","University of Utah Health",6,2
"payer_name","Ventegra",6,2
"payer_name","Legacy Health",6,2
"payer_name","Minnesota Medicaid",6,2
"payer_name","Rightway Health",6,2
"payer_name","Blue Cross Blue Shield of Wyoming",6,2
"payer_name","Mountain Health CO-OP",6,2
"payer_name","New Jersey Medicaid",6,2
"payer_name","Employee Health Insurance Management",6,2
"payer_name","Pharmastar",6,2
"payer_name","Partners for Health",6,2
"payer_name","Blue Cross of Idaho",6,2
"payer_name","EyeMed",6,2
"payer_name","Alliance Health",6,2
"payer_name","SS&C Health",6,2
"payer_name","BeneCard Prescription Benefit Facilitator",6,2
"payer_name","Alaska Medicaid",6,2
"payer_name","United Networks of America",6,2
"payer_name","SmithRx",6,2
"payer_name","Missouri Medicaid",6,2
"payer_name","Cardinal Health",6,2
"payer_name","Phoenix Pharmacy Benefits Management",6,2
"payer_name","Wisconsin Medicaid",6,2
"payer_name","Baylor Scott and White Health",6,2
"payer_name","Scripps Health",6,2
"payer_name","Jefferson Health",6,2
"payer_name","UMass Memorial Health",6,2
"payer_name","Maine Medicaid",6,1
"payer_name","Illinois Medicaid",6,1
"payer_name","Vision Services Plan",6,1
"payer_name","Clever Care Health Plan",6,1
"payer_name","Nebraska Medicaid",6,1
"payer_name","MedStar Health",6,1
"payer_name","AlohaCare",6,1
"payer_name","South Dakota Medicaid",6,1
"payer_name","Partnership HealthPlan of California",6,1
"payer_name","Curaechoice, Inc",6,1
"payer_name","Liberty Medicare Advantage",6,1
"payer_name","Avera Health Plans",6,1
"payer_name","Quartz Health Solutions",6,1
"payer_name","Baystate Health",6,1
"payer_name","Blue Cross and Blue Shield of Mississippi",6,1
"payer_name","Aspire Health Plan",6,1
"payer_name","Cone Health",6,1
"payer_name","District of Columbia Medicaid",6,1
"payer_name","AmeriHealth Caritas PA",6,1
"payer_name","Accessia Health",6,1
"payer_name","MVP Health Care",6,1
"payer_name","AllCare Health",6,1
"payer_name","CerpassRx",6,1
"payer_name","Florida Community Care",6,1
"payer_name","New York City Health + Hospitals",6,1
"payer_name","Arizona Medicaid",6,1
"payer_name","Renown Health",6,1
"payer_name","Abarca Health",6,1
"payer_name","CalCPA",6,1
"payer_name","Pennsylvania Medicaid",6,1
"payer_name","Maryland Medicaid",6,1
"payer_name","New York State Health Insurance Program",6,1
"payer_name","CHRISTUS Health",6,1
"payer_name","Employee Health Options",6,1
"payer_name","Elderplan and HomeFirst",6,1
"payer_name","Florida Medicaid",6,1
"payer_name","Hawaii Medicaid",6,1
"payer_name","Essence Healthcare",6,1
"payer_name","Citizens Rx",6,1
"payer_name","New Hampshire Medicaid",6,1
"payer_name","Montana Medicaid",6,1
"payer_name","Change Healthcare",6,1
"payer_name","Alliant Health Plans",6,1
"payer_name","Commonwealth of Pennsylvania",6,1
"payer_name","Advanced Health",6,1
"payer_name","VillageCareMAX",6,0
"payer_name","Health Partners",6,0
"payer_name","Zing Health",6,0
"payer_name","Valley Care (IPA)",6,0
"payer_name","Medical Card System",6,0
"payer_name","Ochsner Health",6,0
"payer_name","Mayo Clinic",6,0
"payer_name","Restat",6,0
"payer_name","Curative Health Plan",6,0
"payer_name","San Francisco Health Plan",6,0
"payer_name","Hamaspik",6,0
"payer_name","Broward Health",6,0
"payer_name","Florida Complete Care",6,0
"payer_name","Leon Health",6,0
"payer_name","Maryland Physicians Care",6,0
"payer_name","Community First Health Plans",6,0
"payer_name","Iowa Medicaid",6,0
"payer_name","New Jersey Department of Health",6,0
"payer_name","Adventist Health Care Network (IPA)",6,0
"payer_name","Advanced Medical Management (IPA)",6,0
"payer_name","State Farm",6,0
"payer_name","American Health Partners",6,0
"payer_name","ConnectiveRx",6,0
"payer_name","Care N Care",6,0
"payer_name","Chinese Community Health Plan",6,0
"payer_name","ProCare Advantage",6,0
"payer_name","Alterwood Advantage",6,0
"payer_name","North Carolina Department of Health",6,0
"payer_name","Texas Independence Health Plan",6,0
"payer_name","Ramsell",6,0
"payer_name","Disclosed Rx",6,0
"payer_name","Neighborhood Health Plan of Rhode Island",6,0
"payer_name","Trillium Health Resources",6,0
"payer_name","Clear Spring Health",6,0
"payer_name","LucyRx",6,0
"payer_name","Troy Medicare",6,0
"payer_name","Sutter Health",6,0
"payer_name","Denver Health",6,0
"payer_name","Utah Medicaid",6,0
"payer_name","Community Health Choice",6,0
"payer_name","Oregon Health and Science University",6,0
"payer_name","Ohio Health",6,0
"payer_name","Community Care Health Plan",6,0
"payer_name","Partners Health Plan",6,0
"payer_name","University of Michigan Health Plan",6,0
"payer_name","Aspirus Health Plan",6,0
"payer_name","Advanced Medical Doctors of California (IPA)",6,0
"payer_name","Rios Southwest Medical Group",6,0
"payer_name","Rhode Island Department of Health",6,0
"payer_name","AscellaHealth",6,0
"payer_name","North Carolina State Health Plan",6,0
"payer_name","Advocate Physician Partners (PHO)",6,0
"payer_name","Access Medical Group (IPA)",6,0
"payer_name","New Mexico Medicaid",6,0
"payer_name","Amazon",6,0
"payer_name","Santa Clara Family Health Plan",6,0
"payer_name","Blue Care Network",6,0
"payer_name","Simpra Advantage",6,0
"payer_name","Samaritan Health Plans",6,0
"payer_name","United Physicians Network",6,0
"payer_name","MedOne",6,0
"payer_name","Delaware Division of Medicaid and Medical Assistance",6,0
"payer_name","PharmPix",6,0
"payer_name","Jai Medical Systems Managed Care Organization",6,0
"payer_name","OhioHealth",6,0
"payer_name","Vaya Health",6,0
"payer_name","Health Alliance Plan",6,0
"payer_name","NeedyMeds",6,0
"payer_name","6 Degrees Health",6,0
"payer_name","RxCut",6,0
"payer_name","Washington State Department of Health",6,0
"payer_name","Align Senior Care",6,0
"payer_name","AllCare (IPA)",6,0
"payer_name","Lucent Health",6,0
"payer_name","Longevity Health",6,0
"payer_name","Accountable HC (IPA)",6,0
"payer_name","EBMS",6,0
"payer_name","Hennepin Health",6,0
"payer_name","Georgia State Health Benefit Plan",6,0
"payer_name","Washington Medicaid",6,0
"payer_name","Rhode Island Medicaid",6,0
"payer_name","Script Relief",6,0
"payer_name","CoxHealth",6,0
"payer_name","West Virginia University Medicine",6,0
"payer_name","The Assistance Fund",6,0
"payer_name","Complementary Health Care",6,0
"payer_name","HealthSmartRx Solutions",6,0
"payer_name","TrueScripts",6,0
"payer_name","South Country Health Alliance",6,0
"payer_name","WithMe Health",6,0
"payer_name","LifeWorks Advantage",6,0
"payer_name","InfinityRx",6,0
"payer_name","KeyCare Advantage",6,0
"payer_name","American Specialty Health",6,0
"payer_name","New York Department of Health",6,0
"payer_name","Fallon Health",6,0
"payer_name","Solis Health Plans",6,0
"payer_name","Idaho Medicaid",6,0
"payer_name","Opus Health",6,0
"payer_name","Continental General",6,0
"payer_name","Delaware Medicaid",6,0
"payer_name","Mass General Brigham",6,0
"payer_name","Sendero Health Plans",6,0
"payer_name","Blue Cross and Blue Shield of Vermont",6,0
"payer_name","Geico",6,0
"payer_name","Integrated Prescription Management (IPM)",6,0
"payer_name","Partners Health Management",6,0
"payer_name","Wyoming Medicaid",6,0
"payer_name","Colorado Access",6,0
"payer_name","Healthcare Partners (IPA)",6,0
"payer_name","Cascade Health Alliance",6,0
"payer_name","CenterLight Healthcare",6,0
"payer_name","Advantage Care (IPA)",6,0
"payer_name","FliptRx",6,0
"payer_name","OnePoint Comp",6,0
"payer_name","Doctors HealthCare Plans",6,0
"payer_name","Upper Peninsula Health Plan",6,0
"payer_name","Blue Cross Blue Shield of North Dakota",6,0
"payer_name","Other",7,2404
"payer_name","Centers for Medicare and Medicaid Services",7,1416
"payer_name","UnitedHealthcare",7,857
"payer_name","Humana",7,483
"payer_name","Aetna",7,328
"payer_name","Centene Corporation",7,226
"payer_name","Elevance Health",7,209
"payer_name","Optum",7,164
"payer_name","Cigna Healthcare",7,120
"payer_name","Cash",7,99
"payer_name","Express Scripts",7,69
"payer_name","CVS Caremark",7,56
"payer_name","Pharmacy Data Management",7,49
"payer_name","Florida Blue",7,43
"payer_name","Health Care Service Corporation",7,43
"payer_name","Blue Cross Blue Shield Association",7,42
"payer_name","Blue Shield of California",7,38
"payer_name","Blue Cross and Blue Shield of Alabama",7,36
"payer_name","Script Care",7,33
"payer_name","GoodRx",7,33
"payer_name","Blue Cross Blue Shield of Michigan",7,33
"payer_name","Horizon Blue Cross Blue Shield of New Jersey",7,25
"payer_name","OmniSYS",7,23
"payer_name","MedImpact",7,23
"payer_name","Highmark Health",7,19
"payer_name","Priority Health",7,19
"payer_name","Blue Cross Blue Shield of Arizona",7,19
"payer_name","Molina Healthcare",7,18
"payer_name","California Medicaid",7,17
"payer_name","Alignment Health Plan",7,16
"payer_name","WellDyne",7,15
"payer_name","Kaiser Permanente",7,15
"payer_name","California Senior Care Action Network Health Plan",7,15
"payer_name","University of Pittsburgh Medical Center Health Plan",7,13
"payer_name","UCare Minneapolis",7,12
"payer_name","Point32Health",7,12
"payer_name","Navitus Health Solutions",7,12
"payer_name","CareFirst BlueCross BlueShield",7,11
"payer_name","Visory Health",7,10
"payer_name","Independence Blue Cross",7,9
"payer_name","Blue Cross and Blue Shield of South Carolina",7,9
"payer_name","Cambia Health Solutions",7,9
"payer_name","CareSource",7,9
"payer_name","New York Medicaid",7,9
"payer_name","Capital District Physicians' Health Plan",7,9
"payer_name","Viva Health",7,8
"payer_name","Blue Cross and Blue Shield of Minnesota",7,8
"payer_name","Los Angeles Care Health Plan",7,8
"payer_name","Paramount Rx",7,8
"payer_name","Blue Cross and Blue Shield of Kansas",7,7
"payer_name","CalOptima Health",7,7
"payer_name","Oscar Health",7,7
"payer_name","Martin's Point Health Care",7,7
"payer_name","McKesson",7,7
"payer_name","Carle Health",7,7
"payer_name","BlueCross BlueShield of Tennessee",7,7
"payer_name","Arkansas Medicaid",7,6
"payer_name","Prime Therapeutics",7,6
"payer_name","Gensis Healthcare",7,6
"payer_name","Clever Rx",7,6
"payer_name","Blue Cross and Blue Shield of North Carolina",7,6
"payer_name","Health Plan of San Joaquin",7,5
"payer_name","Arkansas Blue Cross and Blue Shield",7,5
"payer_name","Universal Health Services",7,5
"payer_name","Blue Cross Blue Shield of Massachusetts",7,5
"payer_name","Ohio Medicaid",7,5
"payer_name","Blue Cross and Blue Shield of Rhode Island",7,5
"payer_name","Excellus BlueCross BlueShield",7,5
"payer_name","ProCare Rx",7,5
"payer_name","Banner Health",7,5
"payer_name","Capital Rx",7,5
"payer_name","Louisiana Blue",7,5
"payer_name","Michigan Medicaid",7,4
"payer_name","Sentara Health Plans",7,4
"payer_name","Evernorth Health Services",7,4
"payer_name","Regal Medical Group",7,4
"payer_name","Mutual of Omaha",7,4
"payer_name","Cornerstone Benefits Administrator",7,4
"payer_name","Mercy Care",7,4
"payer_name","Oregon Medicaid",7,3
"payer_name","Providence",7,3
"payer_name","EmblemHealth",7,3
"payer_name","Summa Health",7,3
"payer_name","Devoted Health",7,3
"payer_name","Memorial Hermann Health Plan",7,3
"payer_name","Massachusetts Medicaid",7,3
"payer_name","West Virginia Medicaid",7,3
"payer_name","Connecticut Medicaid",7,3
"payer_name","Sharp Healthcare",7,3
"payer_name","ATRIO Health Plans",7,3
"payer_name","North Dakota Medicaid",7,3
"payer_name","Wellmark Blue Cross and Blue Shield",7,3
"payer_name","Alabama Medicaid",7,3
"payer_name","Trinity Health",7,3
"payer_name","Johns Hopkins Health Plans",7,3
"payer_name","Sanford Health",7,3
"payer_name","Capital BlueCross",7,3
"payer_name","Georgia Medicaid",7,3
"payer_name","AmerisourceBergen",7,3
"payer_name","Kern Family Health Care",7,3
"payer_name","RxSense",7,3
"payer_name","Missouri Medicaid",7,2
"payer_name","Oklahoma Medicaid",7,2
"payer_name","Geisinger Health",7,2
"payer_name","Medica",7,2
"payer_name","Triple-S Management",7,2
"payer_name","Inland Empire Health Plan",7,2
"payer_name","Community Health Plan of Washington",7,2
"payer_name","Intermountain Health",7,2
"payer_name","Colorado Medicaid",7,2
"payer_name","VytlOne",7,2
"payer_name","Health First",7,2
"payer_name","Samaritan Health Services",7,2
"payer_name","Central California Alliance for Health",7,2
"payer_name","Contra Costa Health",7,2
"payer_name","The Health Plan",7,2
"payer_name","Minnesota Medicaid",7,2
"payer_name","UMass Memorial Health",7,2
"payer_name","Gainwell Technologies",7,2
"payer_name","Liviniti",7,2
"payer_name","CareOregon",7,2
"payer_name","Texas Medicaid",7,2
"payer_name","Healthfirst New York",7,2
"payer_name","Ascension Health System",7,2
"payer_name","Premera Blue Cross",7,2
"payer_name","Farm Bureau Health Plans",7,2
"payer_name","WellSense Health Plan",7,2
"payer_name","Baylor Scott and White Health",7,2
"payer_name","Employers Health Options",7,2
"payer_name","Blue Cross and Blue Shield of Nebraska",7,2
"payer_name","Aspire Health Plan",7,1
"payer_name","Clever Care Health Plan",7,1
"payer_name","Blue Cross of Idaho",7,1
"payer_name","AlohaCare",7,1
"payer_name","Medical Mutual of Ohio",7,1
"payer_name","South Dakota Medicaid",7,1
"payer_name","Visiting Nurse Service Health",7,1
"payer_name","BeneCard Prescription Benefit Facilitator",7,1
"payer_name","Scriptcycle",7,1
"payer_name","HealthPartners",7,1
"payer_name","Curaechoice, Inc",7,1
"payer_name","United Networks of America",7,1
"payer_name","Alameda Alliance for Health",7,1
"payer_name","Cardinal Health",7,1
"payer_name","MedStar Health",7,1
"payer_name","Phoenix Pharmacy Benefits Management",7,1
"payer_name","Blue Cross and Blue Shield of Mississippi",7,1
"payer_name","Buckeye Health",7,1
"payer_name","AllCare Health",7,1
"payer_name","CerpassRx",7,1
"payer_name","Clover Health",7,1
"payer_name","Presbyterian Healthcare Services",7,1
"payer_name","Indiana Medicaid",7,1
"payer_name","Avera Health Plans",7,1
"payer_name","Health Plan of San Mateo",7,1
"payer_name","Ventegra",7,1
"payer_name","Alliance Health",7,1
"payer_name","Maryland Medicaid",7,1
"payer_name","Scripps Health",7,1
"payer_name","Community Health Group",7,1
"payer_name","Legacy Health",7,1
"payer_name","Independent Health",7,1
"payer_name","Moda Health",7,1
"payer_name","New Jersey Medicaid",7,1
"payer_name","Employee Health Insurance Management",7,1
"payer_name","Hippo Technologies",7,1
"payer_name","Arizona Medicaid",7,1
"payer_name","Renown Health",7,1
"payer_name","Kansas Medicaid",7,1
"payer_name","Gold Coast Health Plan",7,1
"payer_name","Abarca Health",7,1
"payer_name","Network Health",7,1
"payer_name","AmeriHealth Caritas PA",7,1
"payer_name","Virginia Medicaid",7,1
"payer_name","Vermont Medicaid",7,1
